,Application/Permit Number,Category
10123,6339808,MULTIFAMILY
10124,6418928,SINGLE FAMILY / DUPLEX
10125,6618750,SINGLE FAMILY / DUPLEX
10126,6552513,SINGLE FAMILY / DUPLEX
10127,6453091,SINGLE FAMILY / DUPLEX
10128,6517106,COMMERCIAL
10129,6647712,SINGLE FAMILY / DUPLEX
10130,6637799,SINGLE FAMILY / DUPLEX
10131,6465544,SINGLE FAMILY / DUPLEX
10132,6434298,SINGLE FAMILY / DUPLEX
10133,6567075,SINGLE FAMILY / DUPLEX
10134,6588920,SINGLE FAMILY / DUPLEX
10135,6428164,SINGLE FAMILY / DUPLEX
10136,6406886,SINGLE FAMILY / DUPLEX
10137,6451234,SINGLE FAMILY / DUPLEX
10138,6402678,MULTIFAMILY
10139,6644832,SINGLE FAMILY / DUPLEX
10140,6440773,COMMERCIAL
10141,6605617,SINGLE FAMILY / DUPLEX
10142,6652387,SINGLE FAMILY / DUPLEX
10143,6453195,COMMERCIAL
10144,6644513,SINGLE FAMILY / DUPLEX
10145,6381719,COMMERCIAL
10146,6623218,SINGLE FAMILY / DUPLEX
10147,6168449,SINGLE FAMILY / DUPLEX
10148,6074763,SINGLE FAMILY / DUPLEX
10149,6580783,SINGLE FAMILY / DUPLEX
10150,6493297,SINGLE FAMILY / DUPLEX
10151,6561959,SINGLE FAMILY / DUPLEX
10152,6353482,SINGLE FAMILY / DUPLEX
10153,6228116,SINGLE FAMILY / DUPLEX
10154,6450218,SINGLE FAMILY / DUPLEX
10155,6605809,SINGLE FAMILY / DUPLEX
10156,6471534,SINGLE FAMILY / DUPLEX
10157,6590052,SINGLE FAMILY / DUPLEX
10158,6364247,COMMERCIAL
10159,6464853,COMMERCIAL
10160,6397466,COMMERCIAL
10161,6528401,SINGLE FAMILY / DUPLEX
10162,6513651,SINGLE FAMILY / DUPLEX
10163,6387197,SINGLE FAMILY / DUPLEX
10164,6622939,SINGLE FAMILY / DUPLEX
10165,6565889,SINGLE FAMILY / DUPLEX
10166,6517113,SINGLE FAMILY / DUPLEX
10167,6536812,SINGLE FAMILY / DUPLEX
10168,6625617,SINGLE FAMILY / DUPLEX
10169,6484279,SINGLE FAMILY / DUPLEX
10170,6646205,SINGLE FAMILY / DUPLEX
10171,6255530,COMMERCIAL
10172,6366706,COMMERCIAL
10173,6423014,SINGLE FAMILY / DUPLEX
10174,6353599,MULTIFAMILY
10175,6283145,SINGLE FAMILY / DUPLEX
10176,6523301,SINGLE FAMILY / DUPLEX
10177,6354871,MULTIFAMILY
10178,6346760,SINGLE FAMILY / DUPLEX
10179,6626298,SINGLE FAMILY / DUPLEX
10180,6405560,SINGLE FAMILY / DUPLEX
10181,6483350,SINGLE FAMILY / DUPLEX
10182,6647816,SINGLE FAMILY / DUPLEX
10183,6503762,SINGLE FAMILY / DUPLEX
10184,6516259,COMMERCIAL
10185,6438672,SINGLE FAMILY / DUPLEX
10186,6522705,SINGLE FAMILY / DUPLEX
10187,6644134,SINGLE FAMILY / DUPLEX
10188,6529616,SINGLE FAMILY / DUPLEX
10189,6486315,SINGLE FAMILY / DUPLEX
10190,6386552,SINGLE FAMILY / DUPLEX
10191,6143330,MULTIFAMILY
10192,6575206,SINGLE FAMILY / DUPLEX
10193,6512013,SINGLE FAMILY / DUPLEX
10194,6528833,COMMERCIAL
10195,6405083,SINGLE FAMILY / DUPLEX
10196,6378192,COMMERCIAL
10197,6329067,SINGLE FAMILY / DUPLEX
10198,6078350,COMMERCIAL
10199,6434370,SINGLE FAMILY / DUPLEX
10200,6237740,SINGLE FAMILY / DUPLEX
10201,6443773,COMMERCIAL
10202,6166847,SINGLE FAMILY / DUPLEX
10203,6142204,SINGLE FAMILY / DUPLEX
10204,6526486,SINGLE FAMILY / DUPLEX
10205,6581944,SINGLE FAMILY / DUPLEX
10206,6637636,SINGLE FAMILY / DUPLEX
10207,6509695,SINGLE FAMILY / DUPLEX
10208,6456782,SINGLE FAMILY / DUPLEX
10209,6236518,MULTIFAMILY
10210,6406598,SINGLE FAMILY / DUPLEX
10211,6367503,SINGLE FAMILY / DUPLEX
10212,6496889,SINGLE FAMILY / DUPLEX
10213,6364888,SINGLE FAMILY / DUPLEX
10214,6358166,SINGLE FAMILY / DUPLEX
10215,6388231,SINGLE FAMILY / DUPLEX
10216,6397216,SINGLE FAMILY / DUPLEX
10217,6479307,SINGLE FAMILY / DUPLEX
10218,6359862,SINGLE FAMILY / DUPLEX
10219,6346854,SINGLE FAMILY / DUPLEX
10220,6381900,SINGLE FAMILY / DUPLEX
10221,6421449,COMMERCIAL
10222,6503454,SINGLE FAMILY / DUPLEX
10223,6390033,SINGLE FAMILY / DUPLEX
10224,6361378,SINGLE FAMILY / DUPLEX
10225,6403225,SINGLE FAMILY / DUPLEX
10226,6488406,SINGLE FAMILY / DUPLEX
10227,6404067,MULTIFAMILY
10228,6412317,SINGLE FAMILY / DUPLEX
10229,6519285,SINGLE FAMILY / DUPLEX
10230,6538509,SINGLE FAMILY / DUPLEX
10231,6474676,SINGLE FAMILY / DUPLEX
10232,6475650,SINGLE FAMILY / DUPLEX
10233,6382815,SINGLE FAMILY / DUPLEX
10234,6376330,SINGLE FAMILY / DUPLEX
10235,6075547,SINGLE FAMILY / DUPLEX
10236,6075666,COMMERCIAL
10237,6579193,SINGLE FAMILY / DUPLEX
10238,6532870,SINGLE FAMILY / DUPLEX
10239,6427804,SINGLE FAMILY / DUPLEX
10240,6493106,SINGLE FAMILY / DUPLEX
10241,6397594,SINGLE FAMILY / DUPLEX
10242,6395725,SINGLE FAMILY / DUPLEX
10243,6457539,SINGLE FAMILY / DUPLEX
10244,6540641,INSTITUTIONAL
10245,6372888,SINGLE FAMILY / DUPLEX
10246,6541405,SINGLE FAMILY / DUPLEX
10247,6499392,SINGLE FAMILY / DUPLEX
10248,6488862,SINGLE FAMILY / DUPLEX
10249,6154741,SINGLE FAMILY / DUPLEX
10250,6455595,SINGLE FAMILY / DUPLEX
10251,6623183,SINGLE FAMILY / DUPLEX
10252,6584431,SINGLE FAMILY / DUPLEX
10253,6635453,SINGLE FAMILY / DUPLEX
10254,6570926,SINGLE FAMILY / DUPLEX
10255,6406421,SINGLE FAMILY / DUPLEX
10256,6591500,MULTIFAMILY
10257,6603742,SINGLE FAMILY / DUPLEX
10258,6080128,MULTIFAMILY
10259,6581044,SINGLE FAMILY / DUPLEX
10260,6573064,SINGLE FAMILY / DUPLEX
10261,6480951,SINGLE FAMILY / DUPLEX
10262,6102865,SINGLE FAMILY / DUPLEX
10263,6553336,SINGLE FAMILY / DUPLEX
10264,6497765,SINGLE FAMILY / DUPLEX
10265,6442085,SINGLE FAMILY / DUPLEX
10266,6503189,SINGLE FAMILY / DUPLEX
10267,6491262,SINGLE FAMILY / DUPLEX
10268,6451761,SINGLE FAMILY / DUPLEX
10269,6353547,SINGLE FAMILY / DUPLEX
10270,6490557,SINGLE FAMILY / DUPLEX
10271,6572920,SINGLE FAMILY / DUPLEX
10272,6552620,SINGLE FAMILY / DUPLEX
10273,6510032,SINGLE FAMILY / DUPLEX
10274,6438717,SINGLE FAMILY / DUPLEX
10275,6400940,MULTIFAMILY
10276,6403319,MULTIFAMILY
10277,6585687,SINGLE FAMILY / DUPLEX
10278,6146165,SINGLE FAMILY / DUPLEX
10279,6215445,SINGLE FAMILY / DUPLEX
10280,6352612,INSTITUTIONAL
10281,6605401,SINGLE FAMILY / DUPLEX
10282,6536971,SINGLE FAMILY / DUPLEX
10283,6620286,SINGLE FAMILY / DUPLEX
10284,6415009,SINGLE FAMILY / DUPLEX
10285,6518587,SINGLE FAMILY / DUPLEX
10286,6424615,COMMERCIAL
10287,6348081,SINGLE FAMILY / DUPLEX
10288,6178732,MULTIFAMILY
10289,6452455,SINGLE FAMILY / DUPLEX
10290,6570925,SINGLE FAMILY / DUPLEX
10291,6455430,SINGLE FAMILY / DUPLEX
10292,6451625,SINGLE FAMILY / DUPLEX
10293,6508774,SINGLE FAMILY / DUPLEX
10294,6469838,INSTITUTIONAL
10295,6578241,SINGLE FAMILY / DUPLEX
10296,6548253,COMMERCIAL
10297,6430345,SINGLE FAMILY / DUPLEX
10298,6431254,SINGLE FAMILY / DUPLEX
10299,6550152,SINGLE FAMILY / DUPLEX
10300,6616588,SINGLE FAMILY / DUPLEX
10301,6465293,MULTIFAMILY
10302,6534777,SINGLE FAMILY / DUPLEX
10303,6354326,SINGLE FAMILY / DUPLEX
10304,6106853,SINGLE FAMILY / DUPLEX
10305,6119531,SINGLE FAMILY / DUPLEX
10306,6262120,SINGLE FAMILY / DUPLEX
10307,6415390,SINGLE FAMILY / DUPLEX
10308,6274564,SINGLE FAMILY / DUPLEX
10309,6454214,SINGLE FAMILY / DUPLEX
10310,6474324,SINGLE FAMILY / DUPLEX
10311,6433303,SINGLE FAMILY / DUPLEX
10312,6378432,SINGLE FAMILY / DUPLEX
10313,6396668,SINGLE FAMILY / DUPLEX
10314,6357987,COMMERCIAL
10315,6583199,SINGLE FAMILY / DUPLEX
10316,6368979,SINGLE FAMILY / DUPLEX
10317,6376201,MULTIFAMILY
10318,6501548,COMMERCIAL
10319,6566374,SINGLE FAMILY / DUPLEX
10320,6534604,SINGLE FAMILY / DUPLEX
10321,6387395,SINGLE FAMILY / DUPLEX
10322,6566151,SINGLE FAMILY / DUPLEX
10323,6372186,SINGLE FAMILY / DUPLEX
10324,6416668,SINGLE FAMILY / DUPLEX
10325,6422552,SINGLE FAMILY / DUPLEX
10326,6235178,SINGLE FAMILY / DUPLEX
10327,6441776,COMMERCIAL
10328,6408643,SINGLE FAMILY / DUPLEX
10329,6515166,COMMERCIAL
10330,6456700,SINGLE FAMILY / DUPLEX
10331,6232554,SINGLE FAMILY / DUPLEX
10332,6399029,SINGLE FAMILY / DUPLEX
10333,6435374,SINGLE FAMILY / DUPLEX
10334,6169637,SINGLE FAMILY / DUPLEX
10335,6546667,SINGLE FAMILY / DUPLEX
10336,6454438,SINGLE FAMILY / DUPLEX
10337,6127676,SINGLE FAMILY / DUPLEX
10338,6348777,COMMERCIAL
10339,6611116,SINGLE FAMILY / DUPLEX
10340,6630825,SINGLE FAMILY / DUPLEX
10341,6541592,SINGLE FAMILY / DUPLEX
10342,6478837,SINGLE FAMILY / DUPLEX
10343,6103784,COMMERCIAL
10344,6399441,SINGLE FAMILY / DUPLEX
10345,6616267,SINGLE FAMILY / DUPLEX
10346,6603334,SINGLE FAMILY / DUPLEX
10347,6441257,SINGLE FAMILY / DUPLEX
10348,6494420,SINGLE FAMILY / DUPLEX
10349,6503602,SINGLE FAMILY / DUPLEX
10350,6394390,SINGLE FAMILY / DUPLEX
10351,6488239,SINGLE FAMILY / DUPLEX
10352,6424414,SINGLE FAMILY / DUPLEX
10353,6594759,SINGLE FAMILY / DUPLEX
10354,6577198,SINGLE FAMILY / DUPLEX
10355,6545933,SINGLE FAMILY / DUPLEX
10356,6494983,COMMERCIAL
10357,6559635,SINGLE FAMILY / DUPLEX
10358,6523552,SINGLE FAMILY / DUPLEX
10359,6588565,SINGLE FAMILY / DUPLEX
10360,6075979,COMMERCIAL
10361,6352193,SINGLE FAMILY / DUPLEX
10362,6394481,SINGLE FAMILY / DUPLEX
10363,6461704,SINGLE FAMILY / DUPLEX
10364,6404747,COMMERCIAL
10365,6321489,COMMERCIAL
10366,6561681,SINGLE FAMILY / DUPLEX
10367,6465914,SINGLE FAMILY / DUPLEX
10368,6115450,SINGLE FAMILY / DUPLEX
10369,6410274,SINGLE FAMILY / DUPLEX
10370,6435563,SINGLE FAMILY / DUPLEX
10371,6532025,MULTIFAMILY
10372,6527351,SINGLE FAMILY / DUPLEX
10373,6604365,COMMERCIAL
10374,6533870,SINGLE FAMILY / DUPLEX
10375,6607279,SINGLE FAMILY / DUPLEX
10376,6368474,SINGLE FAMILY / DUPLEX
10377,6353594,SINGLE FAMILY / DUPLEX
10378,6643734,SINGLE FAMILY / DUPLEX
10379,6639867,SINGLE FAMILY / DUPLEX
10380,6568242,SINGLE FAMILY / DUPLEX
10381,6503530,SINGLE FAMILY / DUPLEX
10382,6134200,SINGLE FAMILY / DUPLEX
10383,6533460,MULTIFAMILY
10384,6464803,SINGLE FAMILY / DUPLEX
10385,6398788,SINGLE FAMILY / DUPLEX
10386,6398905,SINGLE FAMILY / DUPLEX
10387,6609381,MULTIFAMILY
10388,6391375,MULTIFAMILY
10389,6486912,SINGLE FAMILY / DUPLEX
10390,6410381,MULTIFAMILY
10391,6174130,COMMERCIAL
10392,6510243,SINGLE FAMILY / DUPLEX
10393,6451891,SINGLE FAMILY / DUPLEX
10394,6384307,COMMERCIAL
10395,6646445,SINGLE FAMILY / DUPLEX
10396,6598177,SINGLE FAMILY / DUPLEX
10397,6539010,SINGLE FAMILY / DUPLEX
10398,6631165,SINGLE FAMILY / DUPLEX
10399,6594708,SINGLE FAMILY / DUPLEX
10400,6158659,SINGLE FAMILY / DUPLEX
10401,6361913,SINGLE FAMILY / DUPLEX
10402,6653279,SINGLE FAMILY / DUPLEX
10403,6640504,SINGLE FAMILY / DUPLEX
10404,6566213,SINGLE FAMILY / DUPLEX
10405,6543596,SINGLE FAMILY / DUPLEX
10406,6235985,COMMERCIAL
10407,6547484,SINGLE FAMILY / DUPLEX
10408,6562787,SINGLE FAMILY / DUPLEX
10409,6581430,SINGLE FAMILY / DUPLEX
10410,6566149,MULTIFAMILY
10411,6410511,COMMERCIAL
10412,6378658,SINGLE FAMILY / DUPLEX
10413,6595571,SINGLE FAMILY / DUPLEX
10414,6190724,SINGLE FAMILY / DUPLEX
10415,6524330,COMMERCIAL
10416,6424944,COMMERCIAL
10417,6364735,SINGLE FAMILY / DUPLEX
10418,6463583,SINGLE FAMILY / DUPLEX
10419,6429928,SINGLE FAMILY / DUPLEX
10420,6172208,SINGLE FAMILY / DUPLEX
10421,6430074,SINGLE FAMILY / DUPLEX
10422,6589188,SINGLE FAMILY / DUPLEX
10423,6636408,SINGLE FAMILY / DUPLEX
10424,6626235,SINGLE FAMILY / DUPLEX
10425,6461009,SINGLE FAMILY / DUPLEX
10426,6406132,SINGLE FAMILY / DUPLEX
10427,6474377,SINGLE FAMILY / DUPLEX
10428,6543913,MULTIFAMILY
10429,6650965,SINGLE FAMILY / DUPLEX
10430,6484977,SINGLE FAMILY / DUPLEX
10431,6409188,MULTIFAMILY
10432,6541394,SINGLE FAMILY / DUPLEX
10433,6561774,MULTIFAMILY
10434,6505098,SINGLE FAMILY / DUPLEX
10435,6583694,SINGLE FAMILY / DUPLEX
10436,6465286,SINGLE FAMILY / DUPLEX
10437,6490679,COMMERCIAL
10438,6600544,COMMERCIAL
10439,6597105,SINGLE FAMILY / DUPLEX
10440,6588724,SINGLE FAMILY / DUPLEX
10441,6452165,SINGLE FAMILY / DUPLEX
10442,6602793,MULTIFAMILY
10443,6504215,SINGLE FAMILY / DUPLEX
10444,6441297,SINGLE FAMILY / DUPLEX
10445,6374379,SINGLE FAMILY / DUPLEX
10446,6500723,SINGLE FAMILY / DUPLEX
10447,6401190,SINGLE FAMILY / DUPLEX
10448,6243094,SINGLE FAMILY / DUPLEX
10449,6480677,SINGLE FAMILY / DUPLEX
10450,6472945,SINGLE FAMILY / DUPLEX
10451,6527945,SINGLE FAMILY / DUPLEX
10452,6458772,SINGLE FAMILY / DUPLEX
10453,6073116,SINGLE FAMILY / DUPLEX
10454,6601723,SINGLE FAMILY / DUPLEX
10455,6379340,SINGLE FAMILY / DUPLEX
10456,6502035,SINGLE FAMILY / DUPLEX
10457,6443061,SINGLE FAMILY / DUPLEX
10458,6526526,SINGLE FAMILY / DUPLEX
10459,6583327,SINGLE FAMILY / DUPLEX
10460,6278096,SINGLE FAMILY / DUPLEX
10461,6454910,SINGLE FAMILY / DUPLEX
10462,6571996,SINGLE FAMILY / DUPLEX
10463,6546218,SINGLE FAMILY / DUPLEX
10464,6644584,SINGLE FAMILY / DUPLEX
10465,6519749,SINGLE FAMILY / DUPLEX
10466,6482009,SINGLE FAMILY / DUPLEX
10467,6628939,SINGLE FAMILY / DUPLEX
10468,6378947,MULTIFAMILY
10469,6455966,SINGLE FAMILY / DUPLEX
10470,6501205,SINGLE FAMILY / DUPLEX
10471,6460416,SINGLE FAMILY / DUPLEX
10472,6361136,MULTIFAMILY
10473,6402652,SINGLE FAMILY / DUPLEX
10474,6424068,SINGLE FAMILY / DUPLEX
10475,6419774,SINGLE FAMILY / DUPLEX
10476,6515568,SINGLE FAMILY / DUPLEX
10477,6488543,SINGLE FAMILY / DUPLEX
10478,6421660,COMMERCIAL
10479,6517031,SINGLE FAMILY / DUPLEX
10480,6525915,SINGLE FAMILY / DUPLEX
10481,6455636,SINGLE FAMILY / DUPLEX
10482,6434407,SINGLE FAMILY / DUPLEX
10483,6472264,SINGLE FAMILY / DUPLEX
10484,6551815,SINGLE FAMILY / DUPLEX
10485,6340091,SINGLE FAMILY / DUPLEX
10486,6395245,COMMERCIAL
10487,6319385,SINGLE FAMILY / DUPLEX
10488,6442321,SINGLE FAMILY / DUPLEX
10489,6406981,SINGLE FAMILY / DUPLEX
10490,6349067,SINGLE FAMILY / DUPLEX
10491,6337404,SINGLE FAMILY / DUPLEX
10492,6460647,SINGLE FAMILY / DUPLEX
10493,6624785,SINGLE FAMILY / DUPLEX
10494,6620311,SINGLE FAMILY / DUPLEX
10495,6601664,SINGLE FAMILY / DUPLEX
10496,6505879,SINGLE FAMILY / DUPLEX
10497,6488173,SINGLE FAMILY / DUPLEX
10498,6427294,SINGLE FAMILY / DUPLEX
10499,6570642,COMMERCIAL
10500,6445368,COMMERCIAL
10501,6534712,SINGLE FAMILY / DUPLEX
10502,6151097,COMMERCIAL
10503,6458513,SINGLE FAMILY / DUPLEX
10504,6444511,SINGLE FAMILY / DUPLEX
10505,6398185,SINGLE FAMILY / DUPLEX
10506,6232435,SINGLE FAMILY / DUPLEX
10507,6384455,SINGLE FAMILY / DUPLEX
10508,6651012,SINGLE FAMILY / DUPLEX
10509,6588189,SINGLE FAMILY / DUPLEX
10510,6361132,SINGLE FAMILY / DUPLEX
10511,6419546,SINGLE FAMILY / DUPLEX
10512,6379260,SINGLE FAMILY / DUPLEX
10513,6503702,SINGLE FAMILY / DUPLEX
10514,6385640,COMMERCIAL
10515,6456780,SINGLE FAMILY / DUPLEX
10516,6538225,COMMERCIAL
10517,6204219,MULTIFAMILY
10518,6167315,SINGLE FAMILY / DUPLEX
10519,6413170,SINGLE FAMILY / DUPLEX
10520,6488836,SINGLE FAMILY / DUPLEX
10521,6480992,SINGLE FAMILY / DUPLEX
10522,6500730,SINGLE FAMILY / DUPLEX
10523,6115196,SINGLE FAMILY / DUPLEX
10524,6431083,SINGLE FAMILY / DUPLEX
10525,6428833,SINGLE FAMILY / DUPLEX
10526,6137431,SINGLE FAMILY / DUPLEX
10527,6571001,SINGLE FAMILY / DUPLEX
10528,6461353,SINGLE FAMILY / DUPLEX
10529,6426175,SINGLE FAMILY / DUPLEX
10530,6541839,SINGLE FAMILY / DUPLEX
10531,6585212,SINGLE FAMILY / DUPLEX
10532,6513734,SINGLE FAMILY / DUPLEX
10533,6224482,SINGLE FAMILY / DUPLEX
10534,6158707,SINGLE FAMILY / DUPLEX
10535,6361992,SINGLE FAMILY / DUPLEX
10536,6442318,SINGLE FAMILY / DUPLEX
10537,6455444,SINGLE FAMILY / DUPLEX
10538,6406202,SINGLE FAMILY / DUPLEX
10539,6439709,SINGLE FAMILY / DUPLEX
10540,6481567,COMMERCIAL
10541,6399128,SINGLE FAMILY / DUPLEX
10542,6363491,SINGLE FAMILY / DUPLEX
10543,6558949,SINGLE FAMILY / DUPLEX
10544,6483625,MULTIFAMILY
10545,6180802,SINGLE FAMILY / DUPLEX
10546,6592787,SINGLE FAMILY / DUPLEX
10547,6471673,SINGLE FAMILY / DUPLEX
10548,6223674,COMMERCIAL
10549,6542340,SINGLE FAMILY / DUPLEX
10550,6469293,SINGLE FAMILY / DUPLEX
10551,6503936,SINGLE FAMILY / DUPLEX
10552,6319906,SINGLE FAMILY / DUPLEX
10553,6470429,SINGLE FAMILY / DUPLEX
10554,6599785,COMMERCIAL
10555,6079727,COMMERCIAL
10556,6488820,SINGLE FAMILY / DUPLEX
10557,6579875,SINGLE FAMILY / DUPLEX
10558,6110578,SINGLE FAMILY / DUPLEX
10559,6451620,SINGLE FAMILY / DUPLEX
10560,6387133,SINGLE FAMILY / DUPLEX
10561,6617252,SINGLE FAMILY / DUPLEX
10562,6408913,SINGLE FAMILY / DUPLEX
10563,6440294,SINGLE FAMILY / DUPLEX
10564,6602734,SINGLE FAMILY / DUPLEX
10565,6359459,SINGLE FAMILY / DUPLEX
10566,6579811,SINGLE FAMILY / DUPLEX
10567,6469622,SINGLE FAMILY / DUPLEX
10568,6375327,SINGLE FAMILY / DUPLEX
10569,6328157,SINGLE FAMILY / DUPLEX
10570,6527759,SINGLE FAMILY / DUPLEX
10571,6378314,SINGLE FAMILY / DUPLEX
10572,6078840,SINGLE FAMILY / DUPLEX
10573,6438757,SINGLE FAMILY / DUPLEX
10574,6189274,SINGLE FAMILY / DUPLEX
10575,6408843,SINGLE FAMILY / DUPLEX
10576,6499075,SINGLE FAMILY / DUPLEX
10577,6385757,SINGLE FAMILY / DUPLEX
10578,6369988,SINGLE FAMILY / DUPLEX
10579,6433893,SINGLE FAMILY / DUPLEX
10580,6579213,COMMERCIAL
10581,6349209,SINGLE FAMILY / DUPLEX
10582,6546919,SINGLE FAMILY / DUPLEX
10583,6446215,SINGLE FAMILY / DUPLEX
10584,6462456,SINGLE FAMILY / DUPLEX
10585,6622317,COMMERCIAL
10586,6222976,SINGLE FAMILY / DUPLEX
10587,6595999,SINGLE FAMILY / DUPLEX
10588,6566543,SINGLE FAMILY / DUPLEX
10589,6545274,SINGLE FAMILY / DUPLEX
10590,6530384,SINGLE FAMILY / DUPLEX
10591,6602333,COMMERCIAL
10592,6459579,SINGLE FAMILY / DUPLEX
10593,6473215,SINGLE FAMILY / DUPLEX
10594,6591991,SINGLE FAMILY / DUPLEX
10595,6365911,SINGLE FAMILY / DUPLEX
10596,6613845,SINGLE FAMILY / DUPLEX
10597,6481745,SINGLE FAMILY / DUPLEX
10598,6585298,SINGLE FAMILY / DUPLEX
10599,6524202,SINGLE FAMILY / DUPLEX
10600,6372782,SINGLE FAMILY / DUPLEX
10601,6392967,COMMERCIAL
10602,6374779,SINGLE FAMILY / DUPLEX
10603,6491648,SINGLE FAMILY / DUPLEX
10604,6103071,SINGLE FAMILY / DUPLEX
10605,6437847,SINGLE FAMILY / DUPLEX
10606,6458842,COMMERCIAL
10607,6561195,SINGLE FAMILY / DUPLEX
10608,6421045,INSTITUTIONAL
10609,6558906,SINGLE FAMILY / DUPLEX
10610,6162756,SINGLE FAMILY / DUPLEX
10611,6387780,SINGLE FAMILY / DUPLEX
10612,6373909,SINGLE FAMILY / DUPLEX
10613,6584113,SINGLE FAMILY / DUPLEX
10614,6473264,SINGLE FAMILY / DUPLEX
10615,6476151,COMMERCIAL
10616,6544788,SINGLE FAMILY / DUPLEX
10617,6537862,SINGLE FAMILY / DUPLEX
10618,6374851,COMMERCIAL
10619,6599302,SINGLE FAMILY / DUPLEX
10620,6360681,SINGLE FAMILY / DUPLEX
10621,6634387,SINGLE FAMILY / DUPLEX
10622,6426426,COMMERCIAL
10623,6410957,COMMERCIAL
10624,6571305,SINGLE FAMILY / DUPLEX
10625,6475000,SINGLE FAMILY / DUPLEX
10626,6421127,SINGLE FAMILY / DUPLEX
10627,6475921,SINGLE FAMILY / DUPLEX
10628,6618739,COMMERCIAL
10629,6439508,SINGLE FAMILY / DUPLEX
10630,6601055,SINGLE FAMILY / DUPLEX
10631,6408226,SINGLE FAMILY / DUPLEX
10632,6636525,SINGLE FAMILY / DUPLEX
10633,6072050,MULTIFAMILY
10634,6374857,SINGLE FAMILY / DUPLEX
10635,6537475,SINGLE FAMILY / DUPLEX
10636,6576690,SINGLE FAMILY / DUPLEX
10637,6392710,SINGLE FAMILY / DUPLEX
10638,6497498,SINGLE FAMILY / DUPLEX
10639,6644716,COMMERCIAL
10640,6403136,SINGLE FAMILY / DUPLEX
10641,6446293,SINGLE FAMILY / DUPLEX
10642,6578385,COMMERCIAL
10643,6503278,SINGLE FAMILY / DUPLEX
10644,6510290,SINGLE FAMILY / DUPLEX
10645,6102479,SINGLE FAMILY / DUPLEX
10646,6357986,MULTIFAMILY
10647,6611998,SINGLE FAMILY / DUPLEX
10648,6626336,COMMERCIAL
10649,6388666,SINGLE FAMILY / DUPLEX
10650,6395342,MULTIFAMILY
10651,6493641,SINGLE FAMILY / DUPLEX
10652,6492942,MULTIFAMILY
10653,6646939,SINGLE FAMILY / DUPLEX
10654,6596585,SINGLE FAMILY / DUPLEX
10655,6455710,SINGLE FAMILY / DUPLEX
10656,6448147,MULTIFAMILY
10657,6574698,SINGLE FAMILY / DUPLEX
10658,6417074,SINGLE FAMILY / DUPLEX
10659,6439500,SINGLE FAMILY / DUPLEX
10660,6371096,COMMERCIAL
10661,6625266,SINGLE FAMILY / DUPLEX
10662,6454400,COMMERCIAL
10663,6443141,COMMERCIAL
10664,6129082,SINGLE FAMILY / DUPLEX
10665,6584114,SINGLE FAMILY / DUPLEX
10666,6570046,SINGLE FAMILY / DUPLEX
10667,6580476,SINGLE FAMILY / DUPLEX
10668,6454984,SINGLE FAMILY / DUPLEX
10669,6358019,SINGLE FAMILY / DUPLEX
10670,6416114,SINGLE FAMILY / DUPLEX
10671,6484072,SINGLE FAMILY / DUPLEX
10672,6530252,SINGLE FAMILY / DUPLEX
10673,6514649,SINGLE FAMILY / DUPLEX
10674,6579686,SINGLE FAMILY / DUPLEX
10675,6446469,SINGLE FAMILY / DUPLEX
10676,6529722,SINGLE FAMILY / DUPLEX
10677,6617254,SINGLE FAMILY / DUPLEX
10678,6466977,SINGLE FAMILY / DUPLEX
10679,6621759,SINGLE FAMILY / DUPLEX
10680,6620732,SINGLE FAMILY / DUPLEX
10681,6358342,SINGLE FAMILY / DUPLEX
10682,6205757,COMMERCIAL
10683,6421104,SINGLE FAMILY / DUPLEX
10684,6352966,SINGLE FAMILY / DUPLEX
10685,6546765,SINGLE FAMILY / DUPLEX
10686,6473315,SINGLE FAMILY / DUPLEX
10687,6371429,SINGLE FAMILY / DUPLEX
10688,6470939,SINGLE FAMILY / DUPLEX
10689,6438464,SINGLE FAMILY / DUPLEX
10690,6288209,SINGLE FAMILY / DUPLEX
10691,6535730,COMMERCIAL
10692,6573717,SINGLE FAMILY / DUPLEX
10693,6337474,SINGLE FAMILY / DUPLEX
10694,6554841,SINGLE FAMILY / DUPLEX
10695,6586508,SINGLE FAMILY / DUPLEX
10696,6458448,SINGLE FAMILY / DUPLEX
10697,6601203,SINGLE FAMILY / DUPLEX
10698,6281486,SINGLE FAMILY / DUPLEX
10699,6488903,SINGLE FAMILY / DUPLEX
10700,6380385,COMMERCIAL
10701,6274088,SINGLE FAMILY / DUPLEX
10702,6495999,SINGLE FAMILY / DUPLEX
10703,6540218,SINGLE FAMILY / DUPLEX
10704,6455071,SINGLE FAMILY / DUPLEX
10705,6425741,SINGLE FAMILY / DUPLEX
10706,6523422,SINGLE FAMILY / DUPLEX
10707,6601164,SINGLE FAMILY / DUPLEX
10708,6420422,SINGLE FAMILY / DUPLEX
10709,6412340,SINGLE FAMILY / DUPLEX
10710,6495097,COMMERCIAL
10711,6404395,SINGLE FAMILY / DUPLEX
10712,6384596,SINGLE FAMILY / DUPLEX
10713,6574832,SINGLE FAMILY / DUPLEX
10714,6509828,SINGLE FAMILY / DUPLEX
10715,6520134,SINGLE FAMILY / DUPLEX
10716,6411974,SINGLE FAMILY / DUPLEX
10717,6570437,SINGLE FAMILY / DUPLEX
